,spin_landing,time,session_spin_count
0,17,2020-10-24 23:01:31.384358,1
1, 1 ,2020-10-24 23:01:35.993383,2
2,18,2020-10-24 23:01:41.277182,3
3, 8 ,2020-10-24 23:01:42.374193,4
4,20,2020-10-24 23:01:43.619026,5
5,16,2020-10-24 23:01:47.127667,6
6,33,2020-10-24 23:01:49.497010,7
7, 9 ,2020-10-24 23:01:52.086458,8
8,18,2020-10-24 23:02:00.097453,9
9, 7 ,2020-10-24 23:02:03.816902,10
10, 8 ,2020-10-24 23:02:08.256127,11
11, 5 ,2020-10-24 23:02:11.799163,12
12,19,2020-10-24 23:02:13.919938,13
13,31,2020-10-24 23:02:24.561481,14
14,27,2020-10-24 23:02:27.292472,15
15,24,2020-10-24 23:02:29.663000,16
16,34,2020-10-24 23:02:32.116445,17
17,18,2020-10-24 23:02:34.064834,18
18,34,2020-10-24 23:02:39.125541,19
19,12,2020-10-24 23:02:41.745185,20
20,23,2020-10-24 23:02:48.036244,21
21,24,2020-10-24 23:02:50.500544,22
22, 4 ,2020-10-24 23:02:54.250533,23
23,16,2020-10-24 23:04:28.429431,34
24, 3 ,2020-10-24 23:04:29.763841,35
25, 5 ,2020-10-24 23:04:37.559315,36
26,36,2020-10-24 23:04:39.634726,37
27,15,2020-10-24 23:04:41.100396,38
28,19,2020-10-24 23:04:42.826108,39
29,31,2020-10-24 23:04:45.853868,40
30,15,2020-10-24 23:04:48.201230,41
31, 6 ,2020-10-24 23:04:49.899152,42
32, 4 ,2020-10-24 23:04:51.588831,43
33, 9 ,2020-10-24 23:04:54.355385,44
34,21,2020-10-24 23:04:57.922386,45
35,31,2020-10-24 23:05:02.204099,46
36,34,2020-10-24 23:05:04.352206,47
37, 1 ,2020-10-24 23:05:06.117516,48
38, 7 ,2020-10-24 23:05:09.593887,49
39, 7 ,2020-10-24 23:05:10.130564,50
40,10,2020-10-24 23:05:11.583276,51
41, 5 ,2020-10-24 23:05:13.916452,52
42,32,2020-10-24 23:05:25.563386,53
43,15,2020-10-24 23:05:27.558407,54
44, 6 ,2020-10-24 23:05:28.750248,55
45,20,2020-10-24 23:05:32.064497,56
46,32,2020-10-24 23:05:35.553980,57
47,36,2020-10-24 23:05:41.500283,58
48,14,2020-10-24 23:05:43.530954,59
49,28,2020-10-24 23:05:45.873492,60
50,31,2020-10-24 23:05:48.583115,61
51, 5 ,2020-10-24 23:05:51.639849,62
52, 6 ,2020-10-24 23:05:54.124399,63
53, 4 ,2020-10-24 23:05:55.893325,64
54,20,2020-10-24 23:06:04.161274,65
55,13,2020-10-24 23:06:05.931564,66
56, 7 ,2020-10-24 23:06:09.080418,67
57,14,2020-10-24 23:06:13.019124,68
58,15,2020-10-24 23:06:15.727075,69
59,16,2020-10-24 23:06:17.454037,70
60,30,2020-10-24 23:06:20.854033,71
61, 9 ,2020-10-24 23:06:22.890950,72
62,12,2020-10-24 23:06:25.698537,73
63,28,2020-10-24 23:06:31.592967,74
64,25,2020-10-24 23:06:34.659179,75
65,14,2020-10-24 23:06:39.161763,76
66, 7 ,2020-10-24 23:06:41.602361,77
67, 6 ,2020-10-24 23:06:43.315683,78
68,24,2020-10-24 23:06:50.521513,79
69,15,2020-10-24 23:06:55.961135,80
70,14,2020-10-24 23:06:59.131511,81
71,34,2020-10-24 23:07:01.476351,82
72,18,2020-10-24 23:07:04.928417,83
73, 0 ,2020-10-24 23:07:06.769678,84
74,15,2020-10-24 23:07:08.750157,85
75,14,2020-10-24 23:07:12.011884,86
76, 8 ,2020-10-24 23:07:16.002754,87
77, 2 ,2020-10-24 23:07:18.036674,88
78,21,2020-10-24 23:07:20.586821,89
79, 0 ,2020-10-24 23:07:23.593909,90
80,22,2020-10-24 23:07:30.059598,91
81,33,2020-10-24 23:07:33.915228,92
82,27,2020-10-24 23:07:36.953353,93
83, 4 ,2020-10-24 23:07:39.654594,94
84,20,2020-10-24 23:07:42.917865,95
85,10,2020-10-24 23:07:54.043312,96
86,16,2020-10-24 23:07:58.641521,97
87, 0 ,2020-10-24 23:08:00.178550,98
88,29,2020-10-24 23:08:04.747499,99
