,spin_landing,time,session_spin_count
0, 3 ,2020-10-22 23:14:39.317111,1
1,12,2020-10-22 23:14:46.927182,2
2,35,2020-10-22 23:14:48.977601,3
3,18,2020-10-22 23:14:52.110356,4
4,12,2020-10-22 23:15:00.116524,5
5,14,2020-10-22 23:15:02.320819,6
6,21,2020-10-22 23:15:04.465978,7
7,17,2020-10-22 23:15:08.240258,8
8,10,2020-10-22 23:15:11.639852,9
9,10,2020-10-22 23:15:13.250899,10
10,27,2020-10-22 23:15:17.156039,11
11,15,2020-10-22 23:16:56.173330,16
12, 3 ,2020-10-22 23:16:58.595152,17
13,19,2020-10-22 23:17:01.541778,18
14,13,2020-10-22 23:17:03.971695,19
15, 6 ,2020-10-22 23:17:05.999174,20
16,31,2020-10-22 23:17:08.765166,21
17,31,2020-10-22 23:17:17.956861,23
18, 0 ,2020-10-22 23:17:20.837906,24
19,11,2020-10-22 23:17:25.736478,25
20, 7 ,2020-10-22 23:17:27.475331,26
21,14,2020-10-22 23:17:32.109310,27
22, 9 ,2020-10-22 23:17:35.108126,28
23, 1 ,2020-10-22 23:17:36.801135,29
24,17,2020-10-22 23:17:38.676012,30
25,34,2020-10-22 23:17:42.739926,31
26,23,2020-10-22 23:17:51.016713,32
27,12,2020-10-22 23:17:53.634996,33
28,28,2020-10-22 23:17:58.983020,34
29,14,2020-10-22 23:18:03.886676,35
30, 7 ,2020-10-22 23:18:07.299079,36
31,11,2020-10-22 23:18:16.230856,37
32, 7 ,2020-10-22 23:18:19.617861,38
33,17,2020-10-22 23:18:25.552823,39
34, 1 ,2020-10-22 23:18:27.248048,40
35,33,2020-10-22 23:18:30.864928,41
36,21,2020-10-22 23:18:38.392114,42
37,31,2020-10-22 23:18:47.070910,43
38,31,2020-10-22 23:18:47.919027,44
39, 8 ,2020-10-22 23:18:51.254503,45
40,36,2020-10-22 23:18:53.297857,46
41, 9 ,2020-10-22 23:18:54.957045,47
42,12,2020-10-22 23:18:58.149081,48
43,28,2020-10-22 23:19:04.344841,49
44, 9 ,2020-10-22 23:19:07.024745,50
45,20,2020-10-22 23:19:09.082555,51
46,21,2020-10-22 23:19:13.097798,52
47,22,2020-10-22 23:19:15.803573,53
48, 5 ,2020-10-22 23:19:19.475445,54
49,22,2020-10-22 23:19:24.019179,55
50,15,2020-10-22 23:19:28.479377,56
51,11,2020-10-22 23:19:30.432041,57
52,21,2020-10-22 23:19:35.505824,58
53,31,2020-10-22 23:19:42.014522,59
54,24,2020-10-22 23:19:44.483630,60
55, 2 ,2020-10-22 23:19:47.643609,61
56,10,2020-10-22 23:19:57.211564,63
57,19,2020-10-22 23:20:05.079615,64
58,15,2020-10-22 23:20:38.874461,67
59,14,2020-10-22 23:20:44.827521,68
60,18,2020-10-22 23:20:50.899632,69
61, 1 ,2020-10-22 23:20:53.222864,70
62, 0 ,2020-10-22 23:20:55.165516,71
63,16,2020-10-22 23:20:58.158069,72
64,31,2020-10-22 23:21:22.117983,74
65, 9 ,2020-10-22 23:21:25.998735,75
66,35,2020-10-22 23:21:28.472946,76
67, 4 ,2020-10-22 23:21:32.839553,77
68, 5 ,2020-10-22 23:21:34.515773,78
69,33,2020-10-22 23:21:36.616077,79
70,32,2020-10-22 23:21:42.789478,80
71,19,2020-10-22 23:21:44.686292,81
72, 5 ,2020-10-22 23:21:46.818071,82
73,17,2020-10-22 23:21:49.289569,83
74,23,2020-10-22 23:21:52.031038,84
75,14,2020-10-22 23:21:53.695045,85
76,31,2020-10-22 23:22:00.292849,86
77, 9 ,2020-10-22 23:22:02.639037,87
78,35,2020-10-22 23:22:09.782306,88
79, 4 ,2020-10-22 23:22:11.668025,89
80, 5 ,2020-10-22 23:22:14.218610,90
81,33,2020-10-22 23:22:17.009598,91
82,32,2020-10-22 23:22:20.295341,92
83,19,2020-10-22 23:22:37.851014,94
84, 5 ,2020-10-22 23:22:41.757577,95
85,17,2020-10-22 23:22:43.269294,96
86,23,2020-10-22 23:22:45.693006,97
87,14,2020-10-22 23:22:48.390638,98
88,31,2020-10-22 23:22:51.675736,99
89, 3 ,2020-10-22 23:22:56.032489,100
90, 1 ,2020-10-22 23:22:59.632464,101
91, 6 ,2020-10-22 23:23:02.108748,102
92, 4 ,2020-10-22 23:23:04.199181,103
93,14,2020-10-22 23:23:06.388236,104
94, 0 ,2020-10-22 23:23:08.548236,105
95,33,2020-10-22 23:23:10.235020,106
96,19,2020-10-22 23:23:12.181776,107
97,24,2020-10-22 23:23:14.856491,108
98,12,2020-10-22 23:23:16.901357,109
99,34,2020-10-22 23:23:22.676534,110
100, 4 ,2020-10-22 23:23:27.544066,111
101,25,2020-10-22 23:23:30.433503,112
102, 4 ,2020-10-22 23:23:34.795693,113
103,27,2020-10-22 23:23:38.283346,114
104,23,2020-10-22 23:23:41.116754,115
105,17,2020-10-22 23:23:48.763608,116
106, 8 ,2020-10-22 23:23:51.720807,117
107,33,2020-10-22 23:23:53.870159,118
108,36,2020-10-22 23:23:56.417826,119
109,15,2020-10-22 23:23:59.109692,120
110,28,2020-10-22 23:24:06.905950,121
111,14,2020-10-22 23:24:09.259625,122
112,24,2020-10-22 23:24:11.482400,123
113,23,2020-10-22 23:24:13.599448,124
114,31,2020-10-22 23:24:15.113069,125
115,20,2020-10-22 23:24:16.619280,126
116,23,2020-10-22 23:24:31.132604,128
117,17,2020-10-22 23:24:33.544607,129
118, 2 ,2020-10-22 23:24:37.926470,130
119,11,2020-10-22 23:24:40.700511,131
120,12,2020-10-22 23:24:44.878834,132
121,25,2020-10-22 23:24:47.687665,133
122, 8 ,2020-10-22 23:24:55.400624,134
123, 6 ,2020-10-22 23:24:57.667079,135
124, 3 ,2020-10-22 23:25:01.186122,136
125,12,2020-10-22 23:25:05.746641,137
126,11,2020-10-22 23:25:07.333379,138
127, 5 ,2020-10-22 23:25:09.873197,139
128,15,2020-10-22 23:25:12.113523,140
129, 0 ,2020-10-22 23:25:15.270388,141
130, 7 ,2020-10-22 23:25:17.221668,142
131,14,2020-10-22 23:25:39.294963,143
