,spin_landing,time,session_spin_count
0,22,2020-10-21 18:22:51.976750,1
1,34,2020-10-21 18:22:53.777779,2
2, 4 ,2020-10-21 18:22:56.272917,3
3,32,2020-10-21 18:22:59.786619,4
4,10,2020-10-21 18:23:02.425389,5
5,31,2020-10-21 18:23:10.190854,6
6,35,2020-10-21 18:23:16.752817,7
7,30,2020-10-21 18:23:18.918243,8
8,17,2020-10-21 18:23:21.009526,9
9, 8 ,2020-10-21 18:23:22.523502,10
10,14,2020-10-21 18:23:26.380074,11
11,24,2020-10-21 18:23:30.611227,12
12,28,2020-10-21 18:23:35.023768,13
13,30,2020-10-21 18:23:39.128651,14
14, 9 ,2020-10-21 18:23:41.181613,15
15,31,2020-10-21 18:23:43.357526,16
16,32,2020-10-21 18:23:48.041865,17
17,16,2020-10-21 18:23:49.795224,18
18, 1 ,2020-10-21 18:23:53.662331,19
19, 2 ,2020-10-21 18:23:54.842652,20
20,10,2020-10-21 18:23:57.880769,21
21,11,2020-10-21 18:24:02.380941,22
22,33,2020-10-21 18:24:04.926338,23
23,28,2020-10-21 18:24:28.357809,25
24,10,2020-10-21 18:24:34.418457,26
25,19,2020-10-21 18:24:37.704763,27
26,26,2020-10-21 18:25:26.221616,29
27,13,2020-10-21 18:25:34.443140,30
28,34,2020-10-21 18:25:42.217405,31
29,22,2020-10-21 18:25:46.830965,32
30,30,2020-10-21 18:25:50.381474,33
31,29,2020-10-21 18:25:52.569945,34
32,17,2020-10-21 18:25:54.644199,35
33,35,2020-10-21 18:26:00.655416,36
34,29,2020-10-21 18:26:02.920733,37
35, 1 ,2020-10-21 18:26:05.542945,38
36,13,2020-10-21 18:26:08.286830,39
37,31,2020-10-21 18:26:13.378302,40
38,10,2020-10-21 18:26:16.765291,41
39,34,2020-10-21 18:26:37.041651,43
40,28,2020-10-21 18:26:40.503291,44
41,27,2020-10-21 18:26:42.262661,45
42,21,2020-10-21 18:26:44.408822,46
43,33,2020-10-21 18:26:50.474512,47
44,10,2020-10-21 18:26:54.156701,48
45,17,2020-10-21 18:26:56.070196,49
46,18,2020-10-21 18:27:02.231365,50
47, 8 ,2020-10-21 18:27:54.470086,51
48,24,2020-10-21 18:27:55.695181,52
49,17,2020-10-21 18:27:59.755920,53
50,18,2020-10-21 18:28:07.046186,54
51,29,2020-10-21 18:28:09.105817,55
52,13,2020-10-21 18:28:13.475713,56
53,25,2020-10-21 18:28:15.119633,57
54,36,2020-10-21 18:28:20.857662,58
55,33,2020-10-21 18:28:28.423766,59
56,20,2020-10-21 18:28:29.959998,60
57, 7 ,2020-10-21 18:28:33.385751,61
58,29,2020-10-21 18:28:36.156833,62
59,13,2020-10-21 18:28:38.874719,63
60,32,2020-10-21 18:28:44.422927,64
61,19,2020-10-21 18:28:46.568917,65
62,36,2020-10-21 18:28:49.616741,66
63,25,2020-10-21 18:28:57.425796,67
64,29,2020-10-21 18:29:13.990235,68
65,18,2020-10-21 18:29:27.896164,69
66,11,2020-10-21 18:29:30.133778,70
67,14,2020-10-21 18:29:32.083756,71
68, 6 ,2020-10-21 18:29:34.382329,72
69,12,2020-10-21 18:29:36.757138,73
70,35,2020-10-21 18:29:41.178331,74
71,22,2020-10-21 18:30:12.621756,75
72,23,2020-10-21 18:30:17.681049,76
73, 5 ,2020-10-21 18:30:19.305804,77
74,18,2020-10-21 18:30:26.808556,78
75, 9 ,2020-10-21 18:30:29.646532,79
76, 5 ,2020-10-21 18:30:31.802028,80
77,28,2020-10-21 18:30:35.053539,81
78,28,2020-10-21 18:30:41.705519,82
79,33,2020-10-21 18:30:45.141500,83
80, 7 ,2020-10-21 18:30:47.545623,84
81, 3 ,2020-10-21 18:30:49.785032,85
82,14,2020-10-21 18:30:51.948268,86
83,34,2020-10-21 18:30:53.792537,87
84,35,2020-10-21 18:30:55.806477,88
85,31,2020-10-21 18:30:57.801224,89
86,12,2020-10-21 18:31:01.360632,90
87,32,2020-10-21 18:31:03.343001,91
88,13,2020-10-21 18:31:05.471006,92
89,15,2020-10-21 18:31:07.535310,93
90,21,2020-10-21 18:31:13.822997,94
91,36,2020-10-21 18:31:16.722472,95
92,24,2020-10-21 18:31:21.100849,96
93, 8 ,2020-10-21 18:31:23.627947,97
94,25,2020-10-21 18:31:25.464205,98
95,28,2020-10-21 18:31:31.932319,99
96,33,2020-10-21 18:31:35.120203,100
97,29,2020-10-21 18:31:38.082822,101
98,20,2020-10-21 18:31:40.922538,102
99,18,2020-10-21 18:31:46.831705,103
100,17,2020-10-21 18:31:49.872830,104
101,25,2020-10-21 18:31:52.416797,105
102,18,2020-10-21 18:31:56.554870,106
103,28,2020-10-21 18:31:59.747562,107
104,17,2020-10-21 18:32:01.276736,108
105, 0 ,2020-10-21 18:32:03.461666,109
106,35,2020-10-21 18:32:08.159582,110
107,32,2020-10-21 18:32:16.941670,111
108, 1 ,2020-10-21 18:32:19.495568,112
109, 4 ,2020-10-21 18:32:22.145757,113
110,24,2020-10-21 18:32:24.497910,114
111,14,2020-10-21 18:32:26.736484,115
112,33,2020-10-21 18:32:32.171895,116
