,spin_landing,time,session_spin_count
0,23,2020-10-21 19:39:30.326966,1
1,11,2020-10-21 19:39:33.942592,2
2, 6 ,2020-10-21 19:39:38.890163,3
3, 7 ,2020-10-21 19:39:40.614318,4
4,27,2020-10-21 19:39:41.947034,5
5, 6 ,2020-10-21 19:39:46.129615,6
6, 8 ,2020-10-21 19:39:48.668539,7
7, 3 ,2020-10-21 19:39:52.100048,8
8,14,2020-10-21 19:39:53.648095,9
9,19,2020-10-21 19:39:56.678192,10
10,17,2020-10-21 19:40:01.557910,11
11,33,2020-10-21 19:40:05.019423,12
12,14,2020-10-21 19:40:07.124729,13
13, 6 ,2020-10-21 19:40:08.783103,14
14,21,2020-10-21 19:40:11.515433,15
15,21,2020-10-21 19:40:12.979161,16
16,24,2020-10-21 19:40:14.485304,17
17,10,2020-10-21 19:40:18.097765,18
18, 5 ,2020-10-21 19:40:24.840167,19
19, 1 ,2020-10-21 19:40:26.738598,20
20,32,2020-10-21 19:40:44.052722,22
21, 9 ,2020-10-21 19:40:48.821249,23
22,22,2020-10-21 19:40:53.714863,24
23,30,2020-10-21 19:40:56.636399,25
24, 9 ,2020-10-21 19:40:58.954091,26
25,26,2020-10-21 19:42:02.549687,27
26,20,2020-10-21 19:42:05.012680,28
27,20,2020-10-21 19:42:06.593214,29
28,10,2020-10-21 19:42:22.826703,31
29,34,2020-10-21 19:42:28.822148,32
30,30,2020-10-21 19:42:31.404153,33
31,34,2020-10-21 19:42:35.757861,34
32,19,2020-10-21 19:42:37.920093,35
33, 5 ,2020-10-21 19:42:40.690250,36
34, 2 ,2020-10-21 19:42:43.007381,37
35,25,2020-10-21 19:42:48.162894,38
36, 6 ,2020-10-21 19:42:49.108405,39
37, 1 ,2020-10-21 19:42:51.313207,40
38,28,2020-10-21 19:42:53.849977,41
39, 0 ,2020-10-21 19:42:56.682005,42
40, 7 ,2020-10-21 19:42:58.703837,43
41,28,2020-10-21 19:43:06.761548,44
42,36,2020-10-21 19:43:09.752908,45
43,33,2020-10-21 19:43:12.303257,46
44,12,2020-10-21 19:43:17.923437,47
45,31,2020-10-21 19:43:20.903164,48
46,28,2020-10-21 19:43:25.515937,49
47,27,2020-10-21 19:43:27.836219,50
48,35,2020-10-21 19:43:32.479466,51
49,28,2020-10-21 19:43:39.413984,52
50,11,2020-10-21 19:43:41.639685,53
51,30,2020-10-21 19:43:45.930014,54
52,36,2020-10-21 19:43:47.850442,55
53,31,2020-10-21 19:43:50.617621,56
54,19,2020-10-21 19:43:53.055810,57
55,31,2020-10-21 19:43:56.684275,58
56, 8 ,2020-10-21 19:44:00.173015,59
57,17,2020-10-21 19:44:04.060412,60
58,15,2020-10-21 19:44:06.011987,61
59,10,2020-10-21 19:44:08.511053,62
60,26,2020-10-21 19:44:13.967752,63
61, 7 ,2020-10-21 19:44:20.567069,64
62, 6 ,2020-10-21 19:44:22.273375,65
63, 0 ,2020-10-21 19:44:24.657407,66
64,36,2020-10-21 19:44:27.733732,67
65,35,2020-10-21 19:44:29.776014,68
66, 6 ,2020-10-21 19:44:31.510216,69
67, 2 ,2020-10-21 19:44:33.308599,70
68,12,2020-10-21 19:44:35.673865,71
69, 9 ,2020-10-21 19:44:37.939853,72
70, 9 ,2020-10-21 19:44:38.695864,73
71,19,2020-10-21 19:44:41.632097,74
72,30,2020-10-21 19:44:44.066336,75
73, 9 ,2020-10-21 19:44:47.024965,76
74,25,2020-10-21 19:44:49.533641,77
75,30,2020-10-21 19:44:52.144346,78
76, 1 ,2020-10-21 19:44:54.132228,79
77, 1 ,2020-10-21 19:44:54.704111,80
78,34,2020-10-21 19:44:57.732597,81
79,31,2020-10-21 19:44:59.598958,82
80,21,2020-10-21 19:45:01.761220,83
81,35,2020-10-21 19:45:08.341823,84
82,17,2020-10-21 19:45:10.172092,85
83,11,2020-10-21 19:45:12.270710,86
84,12,2020-10-21 19:45:14.795828,87
85,21,2020-10-21 19:45:17.578557,88
86,17,2020-10-21 19:45:19.440720,89
87, 8 ,2020-10-21 19:45:22.011611,90
88,11,2020-10-21 19:45:24.038540,91
89,20,2020-10-21 19:45:27.148061,92
90,18,2020-10-21 19:45:29.067988,93
91, 2 ,2020-10-21 19:45:30.926426,94
92, 4 ,2020-10-21 19:45:33.928046,95
93,36,2020-10-21 19:45:36.786273,96
94,36,2020-10-21 19:45:37.564455,97
95,31,2020-10-21 19:45:39.262914,98
96, 6 ,2020-10-21 19:45:43.494590,99
