,spin_landing,time,session_spin_count
0, 4 ,2020-10-23 17:10:09.355327,1
1, 8 ,2020-10-23 17:10:11.504587,2
2,26,2020-10-23 17:10:19.461685,3
3, 8 ,2020-10-23 17:10:22.350326,4
4, 4 ,2020-10-23 17:10:23.434972,5
5,26,2020-10-23 17:10:31.840400,6
6,18,2020-10-23 17:10:36.584794,7
7,15,2020-10-23 17:10:47.944629,8
8,32,2020-10-23 17:10:51.050267,9
9,31,2020-10-23 17:10:56.011078,10
10,25,2020-10-23 17:10:57.961702,11
11,11,2020-10-23 17:11:00.184006,12
12,13,2020-10-23 17:11:01.968524,13
13,18,2020-10-23 17:11:04.125405,14
14,24,2020-10-23 17:11:06.354631,15
15,22,2020-10-23 17:11:08.244557,16
16,14,2020-10-23 17:11:12.372821,17
17, 3 ,2020-10-23 17:11:15.838519,18
18,33,2020-10-23 17:11:19.365846,19
19,13,2020-10-23 17:11:22.111263,20
20,36,2020-10-23 17:11:25.339514,21
21,18,2020-10-23 17:11:27.562964,22
22,21,2020-10-23 17:11:34.170880,23
23,23,2020-10-23 17:11:37.125659,24
24,35,2020-10-23 17:11:40.695890,25
25,30,2020-10-23 17:11:44.311325,26
26,29,2020-10-23 17:11:46.896136,27
27,22,2020-10-23 17:11:51.852284,28
28,17,2020-10-23 17:11:53.672937,29
29,17,2020-10-23 17:11:54.733462,30
30,28,2020-10-23 17:12:02.662309,31
31, 5 ,2020-10-23 17:12:06.853233,32
32,33,2020-10-23 17:12:09.093812,33
33,11,2020-10-23 17:12:13.071033,34
34,10,2020-10-23 17:12:15.657378,35
35,24,2020-10-23 17:12:17.446534,36
36,35,2020-10-23 17:12:21.278893,37
37, 6 ,2020-10-23 17:12:23.293743,38
38,33,2020-10-23 17:12:25.266608,39
39,16,2020-10-23 17:12:29.017702,40
40,31,2020-10-23 17:12:30.924140,41
41,25,2020-10-23 17:12:33.748200,42
42,36,2020-10-23 17:12:37.304663,43
43,34,2020-10-23 17:12:39.802824,44
44,18,2020-10-23 17:12:44.075522,45
45,33,2020-10-23 17:12:47.955599,46
46,11,2020-10-23 17:13:20.952428,50
47,11,2020-10-23 17:13:22.006970,51
48, 4 ,2020-10-23 17:13:26.185647,52
49,31,2020-10-23 17:13:28.655545,53
50,16,2020-10-23 17:13:31.025577,54
51,21,2020-10-23 17:13:33.146827,55
52, 5 ,2020-10-23 17:13:36.134271,56
53,24,2020-10-23 17:13:41.825796,57
54,23,2020-10-23 17:13:43.754113,58
55, 1 ,2020-10-23 17:13:45.752619,59
56,13,2020-10-23 17:13:47.663811,60
57,13,2020-10-23 17:13:48.196872,61
58, 8 ,2020-10-23 17:13:51.949437,62
59, 9 ,2020-10-23 17:13:53.232349,63
60,13,2020-10-23 17:13:57.088976,64
61,19,2020-10-23 17:13:59.586725,65
62,18,2020-10-23 17:14:05.239929,66
63, 4 ,2020-10-23 17:14:09.258904,67
64, 3 ,2020-10-23 17:14:10.496265,68
65,25,2020-10-23 17:14:12.696934,69
66,11,2020-10-23 17:14:16.338158,70
67, 1 ,2020-10-23 17:14:18.205909,71
68,34,2020-10-23 17:14:23.760528,72
69,10,2020-10-23 17:14:27.655823,73
70, 6 ,2020-10-23 17:14:30.444325,74
71, 3 ,2020-10-23 17:14:34.750449,75
72,21,2020-10-23 17:14:37.721718,76
