,spin_landing,time,session_spin_count
0, 5 ,2020-10-22 18:52:01.954915,1
1, 9 ,2020-10-22 18:52:04.773903,2
2,29,2020-10-22 18:52:08.002627,3
3,18,2020-10-22 18:52:12.924772,4
4,11,2020-10-22 18:52:15.053987,5
5,17,2020-10-22 18:52:16.906839,6
6, 3 ,2020-10-22 18:52:18.504134,7
7,28,2020-10-22 18:52:35.114586,8
8, 4 ,2020-10-22 18:52:40.448156,9
9,22,2020-10-22 18:54:20.406810,12
10, 4 ,2020-10-22 18:54:25.933083,13
11,16,2020-10-22 18:54:31.051216,14
12, 3 ,2020-10-22 18:54:33.714789,15
13,17,2020-10-22 18:54:36.176057,16
14, 2 ,2020-10-22 18:54:40.685314,17
15,18,2020-10-22 18:54:47.253548,18
16,19,2020-10-22 18:54:51.385845,19
17, 3 ,2020-10-22 18:54:55.627110,20
18,14,2020-10-22 18:55:16.580843,22
19,21,2020-10-22 18:55:21.097750,23
20, 3 ,2020-10-22 18:55:23.517903,24
21,13,2020-10-22 18:55:24.807695,25
22,20,2020-10-22 18:55:26.568074,26
23,26,2020-10-22 18:55:29.618055,27
24,23,2020-10-22 18:55:31.628449,28
25, 5 ,2020-10-22 18:55:35.335471,29
26,22,2020-10-22 18:55:36.994137,30
27,28,2020-10-22 18:55:43.678397,31
28, 5 ,2020-10-22 18:55:49.833418,32
29, 9 ,2020-10-22 18:55:52.827638,33
30, 1 ,2020-10-22 18:55:54.277269,34
31, 9 ,2020-10-22 18:55:56.604733,35
32,10,2020-10-22 18:55:59.055877,36
33,32,2020-10-22 18:56:20.127643,37
34,22,2020-10-22 18:56:22.351433,38
35,24,2020-10-22 18:56:24.176920,39
36,31,2020-10-22 18:56:26.012673,40
37,10,2020-10-22 18:56:28.040696,41
38,35,2020-10-22 18:56:32.780370,42
39,20,2020-10-22 18:56:37.323180,43
40,23,2020-10-22 18:56:49.606184,44
41,34,2020-10-22 18:57:01.139583,45
42,28,2020-10-22 18:57:02.231977,46
43, 0 ,2020-10-22 18:57:06.849889,47
44,19,2020-10-22 18:57:14.581854,48
45,17,2020-10-22 18:57:16.701867,49
46,34,2020-10-22 18:57:21.614257,50
47,21,2020-10-22 18:57:26.077728,51
48, 9 ,2020-10-22 18:57:28.027333,52
49, 5 ,2020-10-22 18:57:32.739876,53
50,19,2020-10-22 18:57:34.972080,54
51, 7 ,2020-10-22 18:57:36.848303,55
52,23,2020-10-22 18:57:39.101902,56
53,33,2020-10-22 18:57:41.460563,57
54, 0 ,2020-10-22 18:57:44.817849,58
55,32,2020-10-22 18:57:48.049222,59
56, 8 ,2020-10-22 18:57:50.644750,60
57,19,2020-10-22 18:57:53.527579,61
58,17,2020-10-22 18:57:56.969705,62
59,34,2020-10-22 18:58:00.809276,63
60,21,2020-10-22 18:58:20.859011,64
61, 9 ,2020-10-22 18:58:23.610246,65
62, 5 ,2020-10-22 18:58:28.354618,66
63,19,2020-10-22 18:58:31.087779,67
64, 7 ,2020-10-22 18:58:36.468734,68
65,23,2020-10-22 18:58:38.831747,69
66,33,2020-10-22 18:58:41.329688,70
67, 0 ,2020-10-22 18:58:43.289294,71
68,32,2020-10-22 18:58:46.488006,72
69, 8 ,2020-10-22 18:58:49.845991,73
70,14,2020-10-22 18:58:52.237611,74
71, 5 ,2020-10-22 18:58:55.584131,75
72,29,2020-10-22 18:58:57.704888,76
73,26,2020-10-22 18:59:00.122771,77
74, 1 ,2020-10-22 18:59:01.991742,78
75,20,2020-10-22 18:59:05.226755,79
76,15,2020-10-22 18:59:07.783211,80
77,10,2020-10-22 18:59:10.544361,81
78,30,2020-10-22 18:59:13.384666,82
79,12,2020-10-22 18:59:16.924235,83
80,29,2020-10-22 18:59:23.192695,84
81, 8 ,2020-10-22 18:59:35.764989,85
82,14,2020-10-22 18:59:37.692383,86
83,24,2020-10-22 18:59:39.723934,87
84,26,2020-10-22 18:59:42.611590,88
85,16,2020-10-22 18:59:47.827185,89
86,14,2020-10-22 18:59:49.668995,90
87,28,2020-10-22 18:59:52.255526,91
88, 9 ,2020-10-22 18:59:54.368313,92
89, 2 ,2020-10-22 18:59:57.678359,93
90,17,2020-10-22 19:00:02.144432,94
91,35,2020-10-22 19:00:06.827537,95
92,26,2020-10-22 19:00:30.768183,96
93, 3 ,2020-10-22 19:00:39.525455,97
94,20,2020-10-22 19:00:41.750082,98
95,29,2020-10-22 19:00:43.563725,99
96,25,2020-10-22 19:00:45.761772,100
97,12,2020-10-22 19:00:49.867236,101
98,11,2020-10-22 19:00:51.772643,102
99, 1 ,2020-10-22 19:00:54.026604,103
100,30,2020-10-22 19:00:56.632310,104
101, 8 ,2020-10-22 19:00:58.392689,105
102, 8 ,2020-10-22 19:00:59.962691,106
103,11,2020-10-22 19:01:01.766354,107
104,16,2020-10-22 19:01:05.678269,108
105,29,2020-10-22 19:01:07.368956,109
106, 0 ,2020-10-22 19:01:14.816929,110
107,12,2020-10-22 19:01:23.689130,111
108,30,2020-10-22 19:01:27.004822,112
109,31,2020-10-22 19:01:30.283621,113
110,30,2020-10-22 19:01:37.196123,114
111,21,2020-10-22 19:01:39.010591,115
112, 8 ,2020-10-22 19:01:40.882031,116
113,16,2020-10-22 19:01:43.734087,117
114, 5 ,2020-10-22 19:01:48.504319,118
115,22,2020-10-22 19:01:52.194557,119
116, 7 ,2020-10-22 19:01:56.978786,120
117,17,2020-10-22 19:01:58.621213,121
118,25,2020-10-22 19:02:03.484774,122
119,26,2020-10-22 19:02:11.490150,123
120,26,2020-10-22 19:02:19.605794,124
121,16,2020-10-22 19:02:22.279559,125
122,23,2020-10-22 19:02:34.270056,126
123,11,2020-10-22 19:02:41.552373,127
124,30,2020-10-22 19:02:44.961768,128
125,32,2020-10-22 19:02:46.779793,129
126, 9 ,2020-10-22 19:02:50.206684,130
127,22,2020-10-22 19:02:55.648034,131
