,spin_landing,time,session_spin_count
0,16,2020-10-24 17:21:54.082578,1
1,30,2020-10-24 17:21:58.482876,2
2,11,2020-10-24 17:22:00.618843,3
3,23,2020-10-24 17:22:02.261520,4
4,20,2020-10-24 17:22:04.274950,5
5, 7 ,2020-10-24 17:22:07.287981,6
6,11,2020-10-24 17:22:11.457981,7
7, 4 ,2020-10-24 17:22:19.379527,8
8,17,2020-10-24 17:22:22.298569,9
9,36,2020-10-24 17:22:24.628792,10
10, 4 ,2020-10-24 17:22:29.151245,11
11,27,2020-10-24 17:22:35.174489,12
12,24,2020-10-24 17:22:37.613491,13
13,25,2020-10-24 17:22:41.371186,14
14,15,2020-10-24 17:22:44.487083,15
15,36,2020-10-24 17:22:50.506453,16
16,21,2020-10-24 17:22:58.094477,17
17,15,2020-10-24 17:23:01.908347,18
18,23,2020-10-24 17:23:05.015878,19
19, 0 ,2020-10-24 17:23:07.198296,20
20,32,2020-10-24 17:23:09.268184,21
21,11,2020-10-24 17:23:11.743075,22
22,35,2020-10-24 17:23:15.858807,23
23,30,2020-10-24 17:23:19.530584,24
24,10,2020-10-24 17:23:22.032676,25
25,24,2020-10-24 17:23:25.800512,26
26,15,2020-10-24 17:23:27.651940,27
27,34,2020-10-24 17:23:29.331325,28
28,21,2020-10-24 17:23:32.162023,29
29,19,2020-10-24 17:23:39.447408,30
30,12,2020-10-24 17:23:41.786996,31
31,15,2020-10-24 17:23:44.299673,32
32,20,2020-10-24 17:23:47.815199,33
33, 6 ,2020-10-24 17:23:50.791684,34
34,19,2020-10-24 17:24:18.337863,37
35,29,2020-10-24 17:24:27.227414,38
36,10,2020-10-24 17:24:29.543148,39
37, 1 ,2020-10-24 17:24:31.392326,40
38,23,2020-10-24 17:24:34.020319,41
39,21,2020-10-24 17:24:37.487560,42
40,27,2020-10-24 17:24:38.967131,43
41,12,2020-10-24 17:24:43.589452,44
42,30,2020-10-24 17:24:50.924241,45
43,25,2020-10-24 17:24:55.196306,46
44,20,2020-10-24 17:25:00.127550,47
45,17,2020-10-24 17:25:10.762786,48
46,13,2020-10-24 17:25:13.027725,49
47,33,2020-10-24 17:25:16.530178,50
48,14,2020-10-24 17:25:18.452395,51
49,31,2020-10-24 17:25:24.790371,52
50, 6 ,2020-10-24 17:25:28.242108,53
51,33,2020-10-24 17:25:30.743609,54
52,28,2020-10-24 17:25:34.711315,55
53,36,2020-10-24 17:25:37.103372,56
54,30,2020-10-24 17:25:39.964902,57
55,23,2020-10-24 17:25:43.517035,58
56,25,2020-10-24 17:25:46.464586,59
57,22,2020-10-24 17:25:51.184438,60
58, 6 ,2020-10-24 17:25:54.668467,61
59,33,2020-10-24 17:25:57.811578,62
60, 4 ,2020-10-24 17:26:01.669480,63
61, 2 ,2020-10-24 17:26:02.736067,64
62,33,2020-10-24 17:26:07.888543,65
63,11,2020-10-24 17:26:10.094947,66
64,26,2020-10-24 17:26:14.963214,67
65, 5 ,2020-10-24 17:26:16.842158,68
66,31,2020-10-24 17:26:19.910123,69
67, 6 ,2020-10-24 17:26:22.974194,70
68,16,2020-10-24 17:26:25.148252,71
69,33,2020-10-24 17:26:28.211281,72
70, 7 ,2020-10-24 17:26:43.967756,75
71,14,2020-10-24 17:26:46.009647,76
72, 6 ,2020-10-24 17:26:48.074281,77
73,19,2020-10-24 17:26:49.828274,78
74, 3 ,2020-10-24 17:26:53.606649,79
75, 4 ,2020-10-24 17:26:54.910191,80
76,20,2020-10-24 17:26:56.913398,81
77,14,2020-10-24 17:26:58.588294,82
78,11,2020-10-24 17:27:00.443518,83
79,19,2020-10-24 17:27:04.226826,84
80,28,2020-10-24 17:27:05.704203,85
81,22,2020-10-24 17:27:08.786275,86
82,20,2020-10-24 17:27:19.772337,87
83,20,2020-10-24 17:27:25.502174,88
84,29,2020-10-24 17:27:27.238218,89
85,35,2020-10-24 17:27:32.605870,90
86,36,2020-10-24 17:27:34.961758,91
87,25,2020-10-24 17:27:40.372642,92
88, 2 ,2020-10-24 17:27:43.083020,93
89,17,2020-10-24 17:27:51.244642,94
90, 1 ,2020-10-24 17:27:55.870694,95
91,23,2020-10-24 17:28:05.784340,96
92, 3 ,2020-10-24 17:28:08.301041,97
93, 2 ,2020-10-24 17:28:11.972180,98
94,31,2020-10-24 17:28:14.281095,99
95,10,2020-10-24 17:28:16.241211,100
96,16,2020-10-24 17:28:19.713507,101
97,26,2020-10-24 17:28:45.499147,102
98, 7 ,2020-10-24 17:28:59.749242,103
99,36,2020-10-24 17:29:00.983985,104
100, 0 ,2020-10-24 17:29:02.696054,105
101,13,2020-10-24 17:29:05.007084,106
102,30,2020-10-24 17:29:07.942512,107
103,11,2020-10-24 17:29:10.784037,108
104,15,2020-10-24 17:29:18.964985,109
105,30,2020-10-24 17:29:24.342279,110
106, 5 ,2020-10-24 17:29:28.735238,111
107,20,2020-10-24 17:29:34.427122,112
108,24,2020-10-24 17:29:38.626745,113
109,17,2020-10-24 17:29:40.381294,114
110, 1 ,2020-10-24 17:29:42.506811,115
111,34,2020-10-24 17:29:45.524917,116
112,17,2020-10-24 17:29:47.619051,117
113,11,2020-10-24 17:29:50.191274,118
114,12,2020-10-24 17:29:51.949862,119
115,36,2020-10-24 17:29:54.186875,120
116,34,2020-10-24 17:29:55.796595,121
117,25,2020-10-24 17:29:59.647000,122
118,27,2020-10-24 17:30:01.737149,123
119,32,2020-10-24 17:30:04.045568,124
120,36,2020-10-24 17:30:09.627234,125
121,22,2020-10-24 17:30:14.186429,126
122, 4 ,2020-10-24 17:30:16.613473,127
123,17,2020-10-24 17:30:21.932995,128
124,31,2020-10-24 17:30:25.517107,129
125,31,2020-10-24 17:30:26.183656,130
126,21,2020-10-24 17:30:29.775589,131
127,29,2020-10-24 17:30:32.931999,132
128,24,2020-10-24 17:30:36.649037,133
129,15,2020-10-24 17:30:41.479330,134
130, 6 ,2020-10-24 17:30:46.971271,135
131,29,2020-10-24 17:30:50.855930,136
132,25,2020-10-24 17:31:08.362206,138
133, 6 ,2020-10-24 17:31:10.217183,139
134,20,2020-10-24 17:31:14.380632,140
135,17,2020-10-24 17:31:15.947292,141
136,23,2020-10-24 17:31:17.530980,142
137,24,2020-10-24 17:31:19.763062,143
138,36,2020-10-24 17:31:24.667025,144
139,15,2020-10-24 17:31:54.071801,145
140, 3 ,2020-10-24 17:31:58.979937,146
141,12,2020-10-24 17:32:01.579195,147
142,35,2020-10-24 17:32:04.556500,148
143,33,2020-10-24 17:32:08.996661,149
144, 6 ,2020-10-24 17:32:11.388840,150
145,16,2020-10-24 17:32:15.993262,151
146,13,2020-10-24 17:32:19.745276,152
147,12,2020-10-24 17:32:22.634713,153
148,23,2020-10-24 17:32:26.143562,154
149,27,2020-10-24 17:32:34.102928,155
150, 5 ,2020-10-24 17:32:36.119839,156
151,15,2020-10-24 17:32:39.702350,157
152, 7 ,2020-10-24 17:32:42.180037,158
153,15,2020-10-24 17:32:44.533762,159
154,32,2020-10-24 17:32:47.669779,160
155,19,2020-10-24 17:32:51.048179,161
156,24,2020-10-24 17:32:53.773272,162
157, 2 ,2020-10-24 17:32:57.599221,163
158,31,2020-10-24 17:33:02.044771,164
159,20,2020-10-24 17:33:06.179241,165
160,11,2020-10-24 17:33:08.934982,166
161, 1 ,2020-10-24 17:33:10.970121,167
162,32,2020-10-24 17:33:12.877203,168
163, 9 ,2020-10-24 17:33:15.071586,169
164,14,2020-10-24 17:33:24.144715,170
165,22,2020-10-24 17:33:29.085238,171
166, 9 ,2020-10-24 17:33:31.674553,172
167,31,2020-10-24 17:33:34.353988,173
168,35,2020-10-24 17:33:37.252633,174
169, 0 ,2020-10-24 17:33:39.012781,175
170,35,2020-10-24 17:33:42.105672,176
171,19,2020-10-24 17:33:46.137162,177
172,10,2020-10-24 17:33:49.253215,178
173,23,2020-10-24 17:33:53.000815,179
174, 1 ,2020-10-24 17:33:55.182751,180
175,30,2020-10-24 17:34:00.053516,181
176, 2 ,2020-10-24 17:34:03.343332,182
177, 5 ,2020-10-24 17:34:05.559824,183
178, 4 ,2020-10-24 17:34:06.319179,184
179, 9 ,2020-10-24 17:34:17.931906,185
