,spin_landing,time,session_spin_count
0,22,2020-10-22 21:48:20.938745,1
1,24,2020-10-22 21:48:24.507599,2
2,21,2020-10-22 21:48:26.610414,3
3,15,2020-10-22 21:48:30.268801,4
4,33,2020-10-22 21:48:58.399554,5
5,30,2020-10-22 21:49:02.982933,6
6,32,2020-10-22 21:49:22.427851,7
7,31,2020-10-22 21:49:24.190576,8
8,13,2020-10-22 21:49:30.930743,9
9,27,2020-10-22 21:49:32.514729,10
10,29,2020-10-22 21:49:40.517406,11
11,25,2020-10-22 21:49:43.542218,12
12, 7 ,2020-10-22 21:49:45.887625,13
13,36,2020-10-22 21:49:49.319253,14
14,33,2020-10-22 21:49:52.764651,15
15,36,2020-10-22 21:49:55.510938,16
16,26,2020-10-22 21:50:19.763057,17
17,15,2020-10-22 21:50:23.526821,18
18, 0 ,2020-10-22 21:50:26.904385,19
19,35,2020-10-22 21:50:38.199709,20
20,22,2020-10-22 21:50:42.330221,21
21,21,2020-10-22 21:50:45.122849,22
22,20,2020-10-22 21:50:47.336324,23
23,17,2020-10-22 21:50:50.134681,24
24,19,2020-10-22 21:50:58.939057,25
25,32,2020-10-22 21:51:02.404585,26
26, 1 ,2020-10-22 21:51:09.760799,27
27, 2 ,2020-10-22 21:51:10.643054,28
28, 9 ,2020-10-22 21:51:12.671231,29
29,18,2020-10-22 21:51:16.476368,30
30,15,2020-10-22 21:51:20.430153,31
31,25,2020-10-22 21:51:24.775764,32
32, 6 ,2020-10-22 21:51:27.587136,33
33,23,2020-10-22 21:51:30.048727,34
34,33,2020-10-22 21:51:33.372665,35
35,16,2020-10-22 21:51:36.204282,36
36,35,2020-10-22 21:51:51.587323,37
37, 6 ,2020-10-22 21:52:01.998457,38
38,20,2020-10-22 21:52:06.063251,39
39,26,2020-10-22 21:52:13.383018,40
40, 2 ,2020-10-22 21:52:18.139634,41
41,13,2020-10-22 21:52:32.676708,42
42,22,2020-10-22 21:52:35.481027,43
43,21,2020-10-22 21:52:38.393034,44
44,13,2020-10-22 21:52:41.247234,45
45,26,2020-10-22 21:52:44.842046,46
46,14,2020-10-22 21:52:54.638986,47
47,16,2020-10-22 21:52:57.315634,48
48,32,2020-10-22 21:53:01.958985,49
49,24,2020-10-22 21:53:04.568410,50
50,34,2020-10-22 21:53:12.420978,51
51,25,2020-10-22 21:53:33.520186,52
52,13,2020-10-22 21:53:38.905377,53
53, 3 ,2020-10-22 21:53:40.760941,54
54,15,2020-10-22 21:53:44.901257,55
55,23,2020-10-22 21:53:47.844206,56
56,28,2020-10-22 21:53:51.809366,57
57,25,2020-10-22 21:53:56.907466,58
58,17,2020-10-22 21:54:00.927064,59
59, 2 ,2020-10-22 21:54:02.663915,60
60,34,2020-10-22 21:54:09.350849,61
61,34,2020-10-22 21:54:10.335943,62
62, 7 ,2020-10-22 21:54:16.132792,63
63,26,2020-10-22 21:54:35.704492,64
64,25,2020-10-22 21:54:40.529711,65
65,28,2020-10-22 21:54:44.346779,66
66,21,2020-10-22 21:54:47.691663,67
67,11,2020-10-22 21:54:57.919146,68
68,11,2020-10-22 21:55:05.719979,70
69,26,2020-10-22 21:55:13.680789,71
70,28,2020-10-22 21:55:21.828663,72
71, 0 ,2020-10-22 21:55:25.291656,73
72,14,2020-10-22 21:55:26.408876,74
73,22,2020-10-22 21:55:30.761970,75
74,13,2020-10-22 21:55:34.549788,76
75, 9 ,2020-10-22 21:55:37.268806,77
76,20,2020-10-22 21:55:40.826511,78
77,17,2020-10-22 21:55:42.730510,79
78,12,2020-10-22 21:55:45.326260,80
79, 9 ,2020-10-22 21:55:49.253333,81
80,14,2020-10-22 21:55:52.227354,82
81,28,2020-10-22 21:55:55.249972,83
82, 7 ,2020-10-22 21:55:58.735326,84
83,28,2020-10-22 21:56:04.387817,85
84,11,2020-10-22 21:56:09.531651,86
85,32,2020-10-22 21:56:14.393761,87
86,15,2020-10-22 21:56:17.826777,88
87, 0 ,2020-10-22 21:56:21.582674,89
88,25,2020-10-22 21:56:25.375913,90
89,19,2020-10-22 21:56:28.230592,91
90,25,2020-10-22 21:56:31.912651,92
91, 7 ,2020-10-22 21:56:34.813570,93
92,24,2020-10-22 21:56:37.152102,94
93,36,2020-10-22 21:56:39.531043,95
94,32,2020-10-22 21:56:42.360963,96
95,25,2020-10-22 21:56:45.688243,97
96,27,2020-10-22 21:56:47.899899,98
97,16,2020-10-22 21:56:51.831660,99
98, 9 ,2020-10-22 21:56:53.502510,100
99,31,2020-10-22 21:56:56.375733,101
100, 9 ,2020-10-22 21:56:57.903937,102
101,16,2020-10-22 21:57:01.938996,103
102, 9 ,2020-10-22 21:57:04.178998,104
103,19,2020-10-22 21:57:08.553181,105
104,21,2020-10-22 21:57:11.721125,106
105,22,2020-10-22 21:57:14.482425,107
106,14,2020-10-22 21:57:16.271774,108
107,25,2020-10-22 21:57:18.817994,109
108, 7 ,2020-10-22 21:57:20.533782,110
109, 2 ,2020-10-22 21:57:23.192501,111
110,34,2020-10-22 21:57:26.151156,112
111,12,2020-10-22 21:57:30.212960,113
112,21,2020-10-22 21:57:33.162909,114
113, 8 ,2020-10-22 21:57:37.700094,115
114, 9 ,2020-10-22 21:57:39.989869,116
115, 4 ,2020-10-22 21:57:42.171538,117
116,11,2020-10-22 21:57:44.994272,118
117,33,2020-10-22 21:57:47.780242,119
118, 0 ,2020-10-22 21:57:50.084813,120
119,21,2020-10-22 21:57:55.708607,121
120,21,2020-10-22 21:57:58.259002,122
121,21,2020-10-22 21:58:02.068090,123
122,27,2020-10-22 21:58:06.080716,124
123,26,2020-10-22 21:58:46.821009,127
124,12,2020-10-22 21:58:52.386338,128
125, 9 ,2020-10-22 21:58:53.808522,129
