,spin_landing,time,session_spin_count
0,31,2020-10-22 17:23:54.279720,1
1,14,2020-10-22 17:23:57.742885,2
2,17,2020-10-22 17:24:05.546419,3
3, 2 ,2020-10-22 17:24:06.967661,4
4,15,2020-10-22 17:24:10.080164,5
5,34,2020-10-22 17:24:13.601157,6
6, 4 ,2020-10-22 17:24:15.442028,7
7,13,2020-10-22 17:24:20.773072,8
8,28,2020-10-22 17:24:22.594816,9
9,12,2020-10-22 17:24:26.454438,10
10, 3 ,2020-10-22 17:24:38.919505,12
11,21,2020-10-22 17:24:43.806668,13
12,35,2020-10-22 17:24:45.430509,14
13,11,2020-10-22 17:24:47.248461,15
14,27,2020-10-22 17:24:48.891192,16
15, 5 ,2020-10-22 17:24:51.323826,17
16,35,2020-10-22 17:24:54.492666,18
17, 9 ,2020-10-22 17:24:58.538011,19
18,21,2020-10-22 17:25:00.640158,20
19, 6 ,2020-10-22 17:25:03.415596,21
20,18,2020-10-22 17:25:06.989950,22
21, 4 ,2020-10-22 17:25:16.142857,23
22,33,2020-10-22 17:25:20.028053,24
23, 3 ,2020-10-22 17:25:22.903951,25
24,13,2020-10-22 17:25:28.111352,26
25, 8 ,2020-10-22 17:25:31.969118,27
26, 6 ,2020-10-22 17:25:33.879631,28
27,35,2020-10-22 17:25:39.183721,29
28,35,2020-10-22 17:25:39.873018,30
29, 9 ,2020-10-22 17:25:43.704825,31
30, 7 ,2020-10-22 17:25:47.909774,32
31,35,2020-10-22 17:25:50.545062,33
32,26,2020-10-22 17:26:20.244628,34
33,36,2020-10-22 17:26:22.295546,35
34,18,2020-10-22 17:26:27.790338,36
35,33,2020-10-22 17:26:30.639437,37
36,13,2020-10-22 17:26:41.757327,38
37, 9 ,2020-10-22 17:26:45.028003,39
38,26,2020-10-22 17:27:01.483048,40
39,27,2020-10-22 17:27:07.732841,41
40, 5 ,2020-10-22 17:27:12.644251,42
41,34,2020-10-22 17:27:22.472747,43
42,24,2020-10-22 17:27:25.993293,44
43,26,2020-10-22 17:27:30.402238,45
44, 8 ,2020-10-22 17:27:36.694869,46
45, 1 ,2020-10-22 17:27:38.038614,47
46,29,2020-10-22 17:27:41.318395,48
47,12,2020-10-22 17:27:44.736254,49
48,15,2020-10-22 17:27:47.041174,50
49,14,2020-10-22 17:27:48.760891,51
50,27,2020-10-22 17:27:52.763497,52
51,20,2020-10-22 17:27:55.289846,53
52,26,2020-10-22 17:28:04.059334,54
53,18,2020-10-22 17:28:13.061316,55
54, 4 ,2020-10-22 17:28:16.301713,56
55,31,2020-10-22 17:28:19.381697,57
56,28,2020-10-22 17:28:33.596836,58
57, 7 ,2020-10-22 17:28:37.039264,59
58,11,2020-10-22 17:28:39.516483,60
59,33,2020-10-22 17:28:41.780121,61
60,11,2020-10-22 17:28:48.919783,62
61,33,2020-10-22 17:28:55.446604,63
62,11,2020-10-22 17:29:01.289639,64
63,27,2020-10-22 17:29:03.925796,65
64,16,2020-10-22 17:29:05.855975,66
65,35,2020-10-22 17:29:07.635880,67
66,22,2020-10-22 17:29:10.574820,68
67,19,2020-10-22 17:29:14.472362,69
68, 4 ,2020-10-22 17:29:17.127374,70
69,21,2020-10-22 17:29:18.994523,71
70, 0 ,2020-10-22 17:29:22.388188,72
71,19,2020-10-22 17:29:24.492145,73
72,34,2020-10-22 17:29:28.151308,74
73,20,2020-10-22 17:29:32.721448,75
74, 7 ,2020-10-22 17:29:34.620501,76
75,28,2020-10-22 17:29:49.909161,77
76,21,2020-10-22 17:29:52.330664,78
77,28,2020-10-22 17:30:03.434249,79
78,29,2020-10-22 17:30:07.170109,80
79,11,2020-10-22 17:30:10.234937,81
80, 3 ,2020-10-22 17:30:13.709400,82
81, 8 ,2020-10-22 17:30:27.388967,83
82,12,2020-10-22 17:30:31.374297,84
83,26,2020-10-22 17:30:34.120366,85
84,32,2020-10-22 17:30:37.193153,86
85,33,2020-10-22 17:30:44.813836,87
86, 6 ,2020-10-22 17:30:47.714881,88
87,12,2020-10-22 17:30:50.836959,89
88,25,2020-10-22 17:30:53.069621,90
89, 9 ,2020-10-22 17:30:55.480638,91
90,25,2020-10-22 17:30:58.460050,92
91,28,2020-10-22 17:31:07.707602,93
92, 8 ,2020-10-22 17:31:13.247499,94
93, 2 ,2020-10-22 17:31:17.019384,95
94,14,2020-10-22 17:31:19.517235,96
95, 3 ,2020-10-22 17:31:25.651467,97
96,16,2020-10-22 17:31:28.498970,98
97, 1 ,2020-10-22 17:31:30.576652,99
98,12,2020-10-22 17:31:33.513572,100
99,15,2020-10-22 17:31:35.144317,101
100,15,2020-10-22 17:31:36.068711,102
101, 0 ,2020-10-22 17:31:38.072319,103
