,spin_landing,time,session_spin_count
0,34,2020-10-24 20:36:14.320498,1
1,26,2020-10-24 20:36:21.512496,2
2,36,2020-10-24 20:36:25.464009,3
3,20,2020-10-24 20:36:27.050002,4
4,31,2020-10-24 20:36:30.018954,5
5,25,2020-10-24 20:36:37.853566,6
6,28,2020-10-24 20:36:43.370626,7
7, 4 ,2020-10-24 20:36:45.273892,8
8,35,2020-10-24 20:36:49.106855,9
9, 7 ,2020-10-24 20:36:51.538716,10
10, 6 ,2020-10-24 20:36:57.181986,11
11,13,2020-10-24 20:37:00.030519,12
12,24,2020-10-24 20:37:02.349002,13
13, 4 ,2020-10-24 20:37:06.143704,14
14, 2 ,2020-10-24 20:37:08.210907,15
15, 2 ,2020-10-24 20:37:11.229161,16
16, 3 ,2020-10-24 20:37:12.920749,17
17, 8 ,2020-10-24 20:37:15.950826,18
18,14,2020-10-24 20:37:19.080011,19
19,29,2020-10-24 20:37:21.933755,20
20, 6 ,2020-10-24 20:37:23.734246,21
21,12,2020-10-24 20:37:26.546917,22
22,33,2020-10-24 20:37:29.921883,23
23, 0 ,2020-10-24 20:37:46.354261,24
24,36,2020-10-24 20:37:51.504503,25
25, 5 ,2020-10-24 20:37:54.248941,26
26, 5 ,2020-10-24 20:37:55.586719,27
27, 6 ,2020-10-24 20:37:58.599852,28
28,29,2020-10-24 20:38:02.089182,29
29, 2 ,2020-10-24 20:38:03.644499,30
30,31,2020-10-24 20:38:10.788742,31
31, 2 ,2020-10-24 20:38:14.595102,32
32, 3 ,2020-10-24 20:38:16.278149,33
33, 8 ,2020-10-24 20:38:17.713417,34
34,34,2020-10-24 20:38:25.835664,35
35,31,2020-10-24 20:38:32.629665,36
36, 7 ,2020-10-24 20:38:36.188427,37
37,14,2020-10-24 20:38:40.586682,38
38,28,2020-10-24 20:38:43.430229,39
39,17,2020-10-24 20:38:47.108205,40
40,13,2020-10-24 20:38:53.290437,41
41, 6 ,2020-10-24 20:38:56.480437,42
42,32,2020-10-24 20:39:06.271466,43
43, 6 ,2020-10-24 20:39:09.233357,44
44,18,2020-10-24 20:39:12.167338,45
45,36,2020-10-24 20:39:14.775600,46
46,33,2020-10-24 20:39:16.485509,47
47,13,2020-10-24 20:39:18.520804,48
48,29,2020-10-24 20:39:24.257545,49
49,30,2020-10-24 20:39:27.444674,50
50, 6 ,2020-10-24 20:39:30.641743,51
51, 1 ,2020-10-24 20:39:32.849782,52
52, 0 ,2020-10-24 20:39:35.735477,53
53,26,2020-10-24 20:39:45.360648,54
54, 8 ,2020-10-24 20:39:50.252783,55
55,25,2020-10-24 20:40:21.016947,57
56, 2 ,2020-10-24 20:40:25.746731,58
57, 8 ,2020-10-24 20:40:28.505615,59
58,32,2020-10-24 20:40:31.966666,60
59,24,2020-10-24 20:40:34.004320,61
60,22,2020-10-24 20:40:35.913656,62
61,15,2020-10-24 20:40:37.810035,63
62,28,2020-10-24 20:40:41.179481,64
63,20,2020-10-24 20:40:47.237676,65
64,16,2020-10-24 20:40:49.593722,66
65,16,2020-10-24 20:40:50.795179,67
66,12,2020-10-24 20:40:53.458599,68
67,11,2020-10-24 20:40:54.968646,69
68,12,2020-10-24 20:41:54.199342,75
69,35,2020-10-24 20:41:57.840544,76
70,36,2020-10-24 20:42:01.046423,77
71,29,2020-10-24 20:42:03.430316,78
72,15,2020-10-24 20:42:06.347385,79
73,29,2020-10-24 20:42:09.917682,80
74,33,2020-10-24 20:42:20.262781,81
75, 6 ,2020-10-24 20:42:25.861361,82
76,16,2020-10-24 20:42:28.188450,83
77, 2 ,2020-10-24 20:42:32.504591,84
78, 7 ,2020-10-24 20:42:38.209188,85
79,28,2020-10-24 20:42:39.660227,86
80,26,2020-10-24 20:42:52.162302,88
81,11,2020-10-24 20:42:55.366523,89
82,27,2020-10-24 20:43:00.992527,90
83,27,2020-10-24 20:44:49.483170,98
84,13,2020-10-24 20:44:55.650509,99
85,15,2020-10-24 20:44:59.003272,100
86,29,2020-10-24 20:45:26.419453,101
87,33,2020-10-24 20:45:28.789010,102
88, 6 ,2020-10-24 20:45:30.438391,103
89,16,2020-10-24 20:46:07.775144,105
90, 2 ,2020-10-24 20:46:12.530971,106
91, 7 ,2020-10-24 20:46:14.822534,107
92,28,2020-10-24 20:46:18.852186,108
93,26,2020-10-24 20:46:19.927305,109
94,11,2020-10-24 20:46:21.300262,110
95,27,2020-10-24 20:46:22.932084,111
96,27,2020-10-24 20:46:23.565721,112
97,13,2020-10-24 20:46:27.234995,113
98,15,2020-10-24 20:46:29.017998,114
99,25,2020-10-24 20:46:37.409275,115
100,13,2020-10-24 20:46:47.832143,116
101,36,2020-10-24 20:46:51.305110,117
102,26,2020-10-24 20:47:11.887963,118
103,12,2020-10-24 20:47:16.078410,119
104,15,2020-10-24 20:47:17.786872,120
105,32,2020-10-24 20:47:22.486438,121
106, 9 ,2020-10-24 20:47:25.377697,122
107, 6 ,2020-10-24 20:47:30.955038,123
108, 9 ,2020-10-24 20:47:33.018342,124
109, 7 ,2020-10-24 20:47:35.453094,125
110,34,2020-10-24 20:47:53.758548,126
111,27,2020-10-24 20:47:55.865800,127
112, 8 ,2020-10-24 20:47:58.403446,128
113, 9 ,2020-10-24 20:48:00.296866,129
114, 9 ,2020-10-24 20:48:00.947015,130
115,27,2020-10-24 20:48:03.649089,131
116,16,2020-10-24 20:48:07.006096,132
117,29,2020-10-24 20:48:10.355518,133
118,19,2020-10-24 20:48:12.466851,134
119,26,2020-10-24 20:48:19.545210,135
120,16,2020-10-24 20:48:30.425366,136
121,10,2020-10-24 20:48:48.709892,137
122,21,2020-10-24 20:48:53.809056,138
123,26,2020-10-24 20:49:01.534817,139
124,26,2020-10-24 20:49:02.086216,140
125, 4 ,2020-10-24 20:49:05.516805,141
126,19,2020-10-24 20:49:11.459073,142
127,34,2020-10-24 20:49:18.562108,143
128,19,2020-10-24 20:49:21.460239,144
129,18,2020-10-24 20:49:29.345422,145
130,13,2020-10-24 20:49:31.702978,146
131,32,2020-10-24 20:49:34.975718,147
132,34,2020-10-24 20:49:40.056466,148
133, 6 ,2020-10-24 20:49:43.435885,149
134,35,2020-10-24 20:49:46.263771,150
135,30,2020-10-24 20:49:47.599039,151
136,12,2020-10-24 20:49:54.410896,152
137,29,2020-10-24 20:50:03.684107,153
138,35,2020-10-24 20:50:08.265898,154
139,14,2020-10-24 20:50:10.077931,155
140,10,2020-10-24 20:50:11.847096,156
141,15,2020-10-24 20:50:13.910333,157
142, 3 ,2020-10-24 20:50:15.478972,158
143,26,2020-10-24 20:50:22.834475,159
144, 2 ,2020-10-24 20:50:25.107618,160
145,19,2020-10-24 20:50:27.243491,161
146,35,2020-10-24 20:50:38.392032,162
147,21,2020-10-24 20:50:41.177335,163
148, 4 ,2020-10-24 20:50:43.419402,164
149,28,2020-10-24 20:50:45.743557,165
150,24,2020-10-24 20:50:48.356754,166
151, 3 ,2020-10-24 20:50:50.636543,167
152,18,2020-10-24 20:50:53.070493,168
153,14,2020-10-24 20:50:55.812862,169
154, 9 ,2020-10-24 20:50:57.849298,170
155, 8 ,2020-10-24 20:50:59.399896,171
156,11,2020-10-24 20:51:01.388573,172
157,27,2020-10-24 20:51:04.840639,173
158,20,2020-10-24 20:51:13.504650,174
