,spin_landing,time,session_spin_count
0,16,2020-10-21 20:56:13.701247,1
1,11,2020-10-21 20:56:15.379177,2
2,30,2020-10-21 20:56:17.684845,3
3,20,2020-10-21 20:56:21.023661,4
4,33,2020-10-21 20:56:25.210407,5
5, 9 ,2020-10-21 20:56:28.597028,6
6,32,2020-10-21 20:56:32.012514,7
7,10,2020-10-21 20:56:35.313452,8
8,33,2020-10-21 20:56:43.059551,9
9, 8 ,2020-10-21 20:56:45.222920,10
10,33,2020-10-21 20:56:47.884502,11
11,11,2020-10-21 20:56:51.020471,12
12,29,2020-10-21 20:56:56.812379,13
13,19,2020-10-21 20:56:58.446896,14
14, 7 ,2020-10-21 20:57:00.996617,15
15, 1 ,2020-10-21 20:57:02.219976,16
16,33,2020-10-21 20:57:04.433102,17
17,14,2020-10-21 20:57:06.462122,18
18,31,2020-10-21 20:57:09.910246,19
19,29,2020-10-21 20:57:18.582850,20
20,20,2020-10-21 20:57:21.033491,21
21,34,2020-10-21 20:57:23.806372,22
22,35,2020-10-21 20:57:26.331123,23
23,24,2020-10-21 20:57:28.380683,24
24,20,2020-10-21 20:57:30.347597,25
25, 5 ,2020-10-21 20:57:33.101583,26
26,30,2020-10-21 20:57:35.716492,27
27,21,2020-10-21 20:57:40.534892,28
28,11,2020-10-21 20:57:42.393390,29
29, 0 ,2020-10-21 20:57:44.255946,30
30,25,2020-10-21 20:57:46.211326,31
31,28,2020-10-21 20:57:48.944128,32
32,21,2020-10-21 20:57:53.116690,33
33,35,2020-10-21 20:58:00.846430,34
34,15,2020-10-21 20:58:04.012389,35
35,29,2020-10-21 20:58:06.512674,36
36,32,2020-10-21 20:58:25.194667,37
37,29,2020-10-21 20:58:28.170285,38
38,31,2020-10-21 20:58:31.705578,39
39,10,2020-10-21 20:58:39.551154,40
40,28,2020-10-21 20:58:42.693054,41
41,14,2020-10-21 20:58:45.134369,42
42,11,2020-10-21 20:58:48.079465,43
43,21,2020-10-21 20:58:50.857116,44
44,31,2020-10-21 20:58:52.991801,45
45, 1 ,2020-10-21 20:58:56.763721,46
46, 5 ,2020-10-21 20:58:58.791206,47
47,20,2020-10-21 20:59:00.588485,48
48,27,2020-10-21 20:59:03.041083,49
49, 7 ,2020-10-21 20:59:07.206985,50
50, 7 ,2020-10-21 20:59:08.943989,51
51,36,2020-10-21 20:59:15.562586,52
52, 9 ,2020-10-21 20:59:21.575956,53
53,30,2020-10-21 20:59:24.005817,54
54,25,2020-10-21 20:59:27.638344,55
55,30,2020-10-21 20:59:43.421376,56
56,32,2020-10-21 20:59:45.639932,57
57,35,2020-10-21 20:59:47.968933,58
58,16,2020-10-21 21:00:41.796507,60
59,15,2020-10-21 21:00:44.337000,61
60, 3 ,2020-10-21 21:00:47.838504,62
61,28,2020-10-21 21:00:54.731113,63
62, 0 ,2020-10-21 21:01:06.299369,65
63,26,2020-10-21 21:01:08.569174,66
64,26,2020-10-21 21:01:09.424054,67
65,13,2020-10-21 21:01:13.241472,68
66, 6 ,2020-10-21 21:01:15.295851,69
67, 2 ,2020-10-21 21:01:17.514904,70
68,16,2020-10-21 21:01:20.062276,71
69, 9 ,2020-10-21 21:01:22.196615,72
70, 8 ,2020-10-21 21:01:23.850836,73
71,16,2020-10-21 21:01:26.604242,74
72,26,2020-10-21 21:01:31.455276,75
73,17,2020-10-21 21:01:35.031418,76
74, 8 ,2020-10-21 21:01:37.541552,77
75,22,2020-10-21 21:01:40.864801,78
76,30,2020-10-21 21:01:46.463685,79
77,16,2020-10-21 21:01:49.752363,80
78,26,2020-10-21 21:01:51.931860,81
79,16,2020-10-21 21:01:57.375056,82
80,30,2020-10-21 21:02:01.221255,83
81,22,2020-10-21 21:02:04.734140,84
82, 8 ,2020-10-21 21:02:08.989279,85
83,13,2020-10-21 21:02:10.762954,86
84, 5 ,2020-10-21 21:02:12.833852,87
85, 0 ,2020-10-21 21:02:14.503402,88
86,20,2020-10-21 21:02:17.634295,89
87,24,2020-10-21 21:02:19.167771,90
88,29,2020-10-21 21:02:23.562615,91
89, 4 ,2020-10-21 21:02:26.776126,92
90,17,2020-10-21 21:02:29.879745,93
91,23,2020-10-21 21:02:32.928134,94
