,spin_landing,time,session_spin_count
0,18,2020-10-23 20:43:02.269222,1
1, 8 ,2020-10-23 20:43:04.324633,2
2,30,2020-10-23 20:43:13.603603,3
3,21,2020-10-23 20:43:18.954279,4
4,18,2020-10-23 20:43:21.485802,5
5,13,2020-10-23 20:43:27.086038,6
6, 6 ,2020-10-23 20:43:29.584139,7
7, 4 ,2020-10-23 20:43:32.121022,8
8,13,2020-10-23 20:43:36.154312,9
9,11,2020-10-23 20:43:38.904207,10
10,31,2020-10-23 20:43:45.024024,11
11,17,2020-10-23 20:43:47.212028,12
12,28,2020-10-23 20:43:51.457514,13
13, 5 ,2020-10-23 20:43:56.124071,14
14, 8 ,2020-10-23 20:43:59.886947,15
15,15,2020-10-23 20:44:06.985983,16
16,24,2020-10-23 20:44:09.315740,17
17,14,2020-10-23 20:44:11.397889,18
18,16,2020-10-23 20:44:16.062571,19
19,18,2020-10-23 20:44:18.676224,20
20,29,2020-10-23 20:44:22.505131,21
21,23,2020-10-23 20:44:29.081605,22
22, 4 ,2020-10-23 20:44:32.828041,23
23,33,2020-10-23 20:44:42.832559,24
24,23,2020-10-23 20:44:46.715538,25
25,10,2020-10-23 20:44:48.675016,26
26,23,2020-10-23 20:44:50.516951,27
27,30,2020-10-23 20:44:52.440450,28
28,28,2020-10-23 20:44:55.547344,29
29,15,2020-10-23 20:44:59.126018,30
30, 9 ,2020-10-23 20:45:01.658337,31
31,11,2020-10-23 20:45:04.330191,32
32,17,2020-10-23 20:45:09.241828,33
33,18,2020-10-23 20:45:13.290829,34
34,20,2020-10-23 20:45:16.880214,35
35,32,2020-10-23 20:45:20.271802,36
36,23,2020-10-23 20:45:26.714818,37
37, 5 ,2020-10-23 20:45:30.872892,38
38,20,2020-10-23 20:45:34.546937,39
39, 5 ,2020-10-23 20:45:48.607981,40
40,17,2020-10-23 20:45:52.174760,41
41, 9 ,2020-10-23 20:45:59.571149,42
42, 7 ,2020-10-23 20:46:02.452732,43
43, 1 ,2020-10-23 20:46:04.010652,44
44,14,2020-10-23 20:46:06.124063,45
45, 6 ,2020-10-23 20:46:07.618223,46
46,35,2020-10-23 20:46:10.984947,47
47,12,2020-10-23 20:46:28.179292,48
48,22,2020-10-23 20:46:30.275622,49
49,26,2020-10-23 20:46:39.446682,50
50,28,2020-10-23 20:46:41.492728,51
51,13,2020-10-23 20:46:45.661855,52
52,25,2020-10-23 20:46:49.274459,53
53,22,2020-10-23 20:46:51.388473,54
54,19,2020-10-23 20:46:53.255833,55
55, 8 ,2020-10-23 20:46:56.111968,56
56,16,2020-10-23 20:46:58.356203,57
