,spin_landing,time,session_spin_count
0,10,2020-10-23 22:38:49.328967,1
1,32,2020-10-23 22:38:54.823555,2
2, 0 ,2020-10-23 22:38:57.654652,3
3,26,2020-10-23 22:39:01.722897,4
4, 8 ,2020-10-23 22:39:14.955618,5
5,19,2020-10-23 22:39:16.325881,6
6,16,2020-10-23 22:39:19.382317,7
7,12,2020-10-23 22:39:21.986704,8
8, 1 ,2020-10-23 22:39:23.653589,9
9,28,2020-10-23 22:39:26.782527,10
10,11,2020-10-23 22:39:31.542448,11
11,19,2020-10-23 22:39:33.485322,12
12, 0 ,2020-10-23 22:39:34.916968,13
13, 2 ,2020-10-23 22:39:38.652862,14
14,34,2020-10-23 22:39:43.856376,15
15,30,2020-10-23 22:39:55.793308,16
16, 4 ,2020-10-23 22:39:58.967548,17
17, 3 ,2020-10-23 22:40:03.055328,18
18,11,2020-10-23 22:40:05.686569,19
19,26,2020-10-23 22:40:12.236023,20
20,15,2020-10-23 22:40:16.960445,21
21,15,2020-10-23 22:40:32.625418,24
22, 2 ,2020-10-23 22:40:33.848325,25
23,12,2020-10-23 22:40:37.027599,26
24,34,2020-10-23 22:40:41.720466,27
25,30,2020-10-23 22:40:43.247276,28
26, 6 ,2020-10-23 22:40:45.146623,29
27, 5 ,2020-10-23 22:40:58.709615,30
28, 6 ,2020-10-23 22:40:59.226317,31
29, 9 ,2020-10-23 22:41:02.870663,32
30,15,2020-10-23 22:41:05.721397,33
31, 6 ,2020-10-23 22:41:11.737117,34
32,19,2020-10-23 22:41:13.216330,35
33, 3 ,2020-10-23 22:41:16.033459,36
34,27,2020-10-23 22:41:20.720089,37
35, 7 ,2020-10-23 22:41:24.664668,38
36,30,2020-10-23 22:41:27.984866,39
37,30,2020-10-23 22:41:33.410402,40
38,18,2020-10-23 22:41:35.325390,41
39,24,2020-10-23 22:41:40.800843,42
40,26,2020-10-23 22:41:58.484528,43
41,14,2020-10-23 22:41:59.769404,44
42,11,2020-10-23 22:42:02.542072,45
43, 3 ,2020-10-23 22:42:03.537966,46
44,17,2020-10-23 22:42:07.399534,47
45,34,2020-10-23 22:42:10.536739,48
46,31,2020-10-23 22:42:16.292249,49
47,14,2020-10-23 22:42:20.289301,50
48,16,2020-10-23 22:42:24.403784,51
49,13,2020-10-23 22:42:26.692460,52
50,23,2020-10-23 22:42:33.249578,53
51,21,2020-10-23 22:42:34.730255,54
52, 4 ,2020-10-23 22:42:35.512513,55
53,26,2020-10-23 22:42:43.264394,56
54, 5 ,2020-10-23 22:42:53.318613,57
55,27,2020-10-23 22:42:55.490591,58
56, 7 ,2020-10-23 22:42:59.383123,59
57, 1 ,2020-10-23 22:43:01.308116,60
58,13,2020-10-23 22:43:10.528351,61
59, 5 ,2020-10-23 22:43:19.733122,62
60,15,2020-10-23 22:43:23.150130,63
